"filename","roi_temp_mean","roi_temp_sd","roi_temp_min","roi_temp_max","datetime","Time"
"ICI_0600_09_08_2022.csv",11.0246423970018,0.161038349506468,10.2132,11.5441,"2022-09-08 06:00:00",2022-09-08 06:00:00
"ICI_0600_09_09_2022.csv",10.3073531592008,0.15109963593496,9.14346,10.8208,"2022-09-09 06:00:00",2022-09-09 06:00:00
"ICI_0600_09_10_2022.csv",6.61449820414778,0.153731338692596,6.12823,7.15547,"2022-09-10 06:00:00",2022-09-10 06:00:00
"ICI_0600_09_11_2022.csv",9.94231769061305,0.102327800257631,9.39063,10.3462,"2022-09-11 06:00:00",2022-09-11 06:00:00
"ICI_0600_09_12_2022.csv",9.55919929654858,0.100864693773009,8.97549,9.90705,"2022-09-12 06:00:00",2022-09-12 06:00:00
"ICI_0600_09_13_2022.csv",6.57816372059457,0.0431584463595013,6.38812,6.84579,"2022-09-13 06:00:00",2022-09-13 06:00:00
"ICI_0600_09_14_2022.csv",5.89032889797675,0.109207081814464,5.33534,6.40226,"2022-09-14 06:00:00",2022-09-14 06:00:00
"ICI_0600_09_15_2022.csv",6.67182386189258,0.183348583082823,5.71935,7.25578,"2022-09-15 06:00:00",2022-09-15 06:00:00
"ICI_0600_09_16_2022.csv",8.47446859790838,0.0929089029310472,7.796,8.76801,"2022-09-16 06:00:00",2022-09-16 06:00:00
"ICI_0600_09_17_2022.csv",9.94091140690284,0.0945563815886844,9.04993,10.2749,"2022-09-17 06:00:00",2022-09-17 06:00:00
"ICI_0600_09_18_2022.csv",10.2041161619103,0.0945666558321901,9.2401,10.5377,"2022-09-18 06:00:00",2022-09-18 06:00:00
"ICI_0600_09_19_2022.csv",10.3596619536097,0.208730823500894,9.32443,11.1732,"2022-09-19 06:00:00",2022-09-19 06:00:00
"ICI_0600_09_20_2022.csv",8.85637733281001,0.116320705316191,8.3565,9.53503,"2022-09-20 06:00:00",2022-09-20 06:00:00
"ICI_0600_09_21_2022.csv",8.18202315616216,0.0546360608795875,7.93817,8.46694,"2022-09-21 06:00:00",2022-09-21 06:00:00
"ICI_0600_09_22_2022.csv",9.75765538882277,0.109424700535901,9.07723,10.1187,"2022-09-22 06:00:00",2022-09-22 06:00:00
"ICI_0600_09_23_2022.csv",11.3647947147451,0.222009916480415,9.50373,11.9235,"2022-09-23 06:00:00",2022-09-23 06:00:00
"ICI_0600_09_24_2022.csv",9.39629806284976,0.178012993546327,8.3211,9.91905,"2022-09-24 06:00:00",2022-09-24 06:00:00
"ICI_0600_09_25_2022.csv",9.68854943658049,0.420470636851013,7.89878,10.5796,"2022-09-25 06:00:00",2022-09-25 06:00:00
"ICI_0600_09_26_2022.csv",9.47686591451217,0.126706010779576,8.88185,9.87502,"2022-09-26 06:00:00",2022-09-26 06:00:00
"ICI_0600_09_27_2022.csv",7.0255912357246,0.0916008485988465,6.59876,7.45133,"2022-09-27 06:00:00",2022-09-27 06:00:00
"ICI_0600_09_28_2022.csv",7.72309438656909,0.100987097904439,7.3374,8.10145,"2022-09-28 06:00:00",2022-09-28 06:00:00
"ICI_0600_09_29_2022.csv",8.02905020435036,0.0911442858019314,7.57665,8.34011,"2022-09-29 06:00:00",2022-09-29 06:00:00
"ICI_0600_09_30_2022.csv",6.41646689726773,0.190917221151123,5.52236,6.91083,"2022-09-30 06:00:00",2022-09-30 06:00:00
"ICI_0600_10_01_2022.csv",4.75632041781672,0.24195630166076,4.05751,5.39129,"2022-10-01 06:00:00",2022-10-01 06:00:00
"ICI_0600_10_02_2022.csv",5.57614746170013,0.132665898809137,5.04095,6.03461,"2022-10-02 06:00:00",2022-10-02 06:00:00
"ICI_0600_10_03_2022.csv",7.32973469600669,0.231825317349266,6.11537,7.80952,"2022-10-03 06:00:00",2022-10-03 06:00:00
"ICI_0600_10_04_2022.csv",5.85921310678382,0.101683088787824,5.0476,6.37576,"2022-10-04 06:00:00",2022-10-04 06:00:00
"ICI_0600_10_05_2022.csv",2.73275688460662,0.267015405483391,1.31855,3.36799,"2022-10-05 06:00:00",2022-10-05 06:00:00
"ICI_0600_10_06_2022.csv",2.83252613380264,0.217441683660901,1.8362,3.40573,"2022-10-06 06:00:00",2022-10-06 06:00:00
"ICI_0600_10_07_2022.csv",2.53771153402041,0.169918372132104,1.78571,3.10485,"2022-10-07 06:00:00",2022-10-07 06:00:00
"ICI_0600_10_08_2022.csv",-0.486701265756755,0.0835093302470251,-0.755091,-0.171248,"2022-10-08 06:00:00",2022-10-08 06:00:00
"ICI_0600_10_09_2022.csv",1.30565223173128,0.248581327002989,0.0259323,1.88277,"2022-10-09 06:00:00",2022-10-09 06:00:00
"ICI_0600_10_10_2022.csv",1.34475267891418,0.16322171280566,0.346551,1.77348,"2022-10-10 06:00:00",2022-10-10 06:00:00
"ICI_0600_10_11_2022.csv",2.07368274543567,0.226086198040907,1.25236,2.67437,"2022-10-11 06:00:00",2022-10-11 06:00:00
